,JDTimeTCB,sunPX,sunPY,sunPZ,earthPX,earthPY,earthPZ,scp1X,scp1Y,scp1Z,scv1X,scv1Y,scv1Z,scp2X,scp2Y,scp2Z,scv2X,scv2Y,scv2Z,scp3X,scp3Y,scp3Z,scv3X,scv3Y,scv3Z
865,2461874.625,0.0010524093573622839,-0.002558675896985904,-0.001065575417516606,-0.9197325134076354,-0.3667797490193009,-0.1589384422785288,-0.7539881655022175,-0.5999294482234551,-0.2647704900662558,0.01134672171505884,-0.01184236895601594,-0.005303194391505651,-0.7528727683567891,-0.6183491029813053,-0.2571150892945738,0.01132483031482842,-0.0117524162432453,-0.005083371307849287,-0.7402766324710841,-0.6128809307490004,-0.2716233623967732,0.01148251785751222,-0.01186394087468628,-0.0049871556457003145
866,2461874.65,0.001052454978986342,-0.002558552917355904,-0.001065523650447647,-0.91956927063056,-0.3671433979933958,-0.1590960892276306,-0.7537044272820821,-0.6002254519009398,-0.2649030454052888,0.01135233555043207,-0.01183792487072197,-0.005301232564561978,-0.752589579249172,-0.6186428575373256,-0.2572421503542493,0.01133029795183718,-0.01174794788337556,-0.005081513312633095,-0.7399895004960657,-0.6131774724170334,-0.2717480160845037,0.01148803978170768,-0.01185939220428576,-0.004985139219976683
867,2461874.675,0.001052500594119586,-0.002558429936918711,-0.001065471882872826,-0.91940585929674,-0.3675069809705478,-0.159253707641279,-0.7534205487419675,-0.6005213444483926,-0.2650355516861569,0.01135794731322002,-0.01183347855359462,-0.005299269738375049,-0.7523062534763365,-0.6189365003577276,-0.2573691649525292,0.0113357635321367,-0.01174347739392526,-0.0050796543962590675,-0.739702230500115,-0.6134739003410355,-0.2718726193501358,0.01149355953193565,-0.011854841352384479,-0.004983121877905375
868,2461874.7,0.001052546202761852,-0.002558306955674629,-0.001065420114792196,-0.919242279433752,-0.3678704978866481,-0.1594112974912186,-0.7531365299337017,-0.6008171258100276,-0.2651680088838835,0.01136355700234305,-0.01182903000543708,-0.005297305913299243,-0.7520227910897125,-0.619230031389282,-0.2574961330663887,0.01134122705475438,-0.01173900477569298,-0.005077794559059296,-0.7394148225375938,-0.6137702144664807,-0.271997172170766,0.01149907710718515,-0.01185028831986555,-0.004981103619877224
869,2461874.725,0.00105259180491297,-0.002558183973623962,-0.001065368346205812,-0.9190785310692062,-0.3682339486775693,-0.1595688587491843,-0.7528523709091398,-0.6011127959300792,-0.2653004169735007,0.011369164616721921,-0.011824579227053001,-0.00529534108968914,-0.7517391921407544,-0.6195234505787791,-0.2576230546728113,0.011346688518717991,-0.01173453002947767,-0.005075933801366033,-0.739127276662889,-0.6140664147388644,-0.2721216745235,0.01150459250644564,-0.01184573310761246,-0.004979084446283232
870,2461874.75,0.001052637400572771,-0.002558060990767011,-0.001065316577113726,-0.9189146142307449,-0.3685973332791656,-0.1597263913869019,-0.752568071720164,-0.6014083547528017,-0.2654327759300498,0.01137477015527775,-0.01182012621924645,-0.005293375267899518,-0.7514554566809402,-0.6198167578730293,-0.25774992974878896,0.01135214792305566,-0.01173005315607865,-0.005074072123511689,-0.7388395929304132,-0.6143625011037042,-0.2722461263854537,0.01151010572870702,-0.0118411757165091,-0.004977064357514564
871,2461874.775,0.001052682989741085,-0.00255793800710408,-0.0010652648075159929,-0.9187505289460448,-0.3689606516272732,-0.1598838953760879,-0.7522836324186835,-0.6017038022224697,-0.2655650857285805,0.01138037361693201,-0.01181567098282197,-0.005291408448285356,-0.7511715847617731,-0.6201099532188631,-0.2578767582713217,0.01135760526679587,-0.01172557415629559,-0.005072209525828831,-0.7385517713946038,-0.6146584735065401,-0.2723705277337525,0.01151561677295964,-0.01183661614743975,-0.004975043353962554
872,2461874.8,0.0010527285724177369,-0.002557815022635472,-0.001065213037412664,-0.9185862752428149,-0.36932390365771,-0.1600413706884494,-0.7519990530566341,-0.6019991382833777,-0.2656973463441518,0.01138597500060655,-0.01181121351858454,-0.0052894406312018315,-0.7508875764347801,-0.6204030365631309,-0.2580035402174179,0.01136306054896745,-0.01172109303092855,-0.005070346008650183,-0.7382638121099236,-0.6149543318929339,-0.2724948785455319,0.01152112563819428,-0.01183205440128911,-0.004973021436018698
873,2461874.825,0.001052774148602551,-0.002557692037361489,-0.001065161266803793,-0.9184218531487996,-0.3696870893062759,-0.1601988172956848,-0.7517143336859786,-0.6022943628798405,-0.2658295577518313,0.011391574305223591,-0.01180675382733957,-0.005287471817004322,-0.7506034317515126,-0.6206960078527031,-0.2581302755640945,0.0113685137685996,-0.01171660978077792,-0.005068481572308629,-0.7379757151308609,-0.6152500762084696,-0.2726191787979368,0.01152663232340219,-0.011827490478942241,-0.00497099860407466
874,2461874.85,0.001052819718295352,-0.002557569051282434,-0.001065109495689432,-0.9182572626917758,-0.3700502085087532,-0.1603562351694832,-0.7514294743587073,-0.6025894759561929,-0.2659617199266957,0.01139717152970571,-0.01180229190989293,-0.005285502006048403,-0.750319150763546,-0.62098886703447,-0.2582569642883765,0.01137396492472187,-0.011712124406644491,-0.005066616217137207,-0.7376874805119288,-0.6155457063987534,-0.2727434284681222,0.01153213682757503,-0.01182292438128462,-0.004968974858522269
